QUERY_HASH,SCAN_TYPE,TABLE_NAME,COLUMN_NAME,INPUT_ROWS,OUTPUT_ROWS,RUNTIME_NS,DESCRIPTION
3aac1d6ab11ee56,REFERENCE_SCAN,lineitem,l_quantity,214377,148,137732179,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 34) AND l_quantity >= 24) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#55') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 11) AND l_quantity >= 1) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#54')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 25) AND l_quantity >= 15) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#13')"
3aac1d6ab11ee56,REFERENCE_SCAN,part,p_size,214377,148,137732179,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 34) AND l_quantity >= 24) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#55') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 11) AND l_quantity >= 1) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#54')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 25) AND l_quantity >= 15) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#13')"
3aac1d6ab11ee56,REFERENCE_SCAN,lineitem,l_quantity,214377,148,137732179,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 34) AND l_quantity >= 24) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#55') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 11) AND l_quantity >= 1) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#54')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 25) AND l_quantity >= 15) AND (p_container) IN ('MED BAG', 'MED B3aac1d6ab11ee56,COLUMN_SCAN,lineitem,l_shipinstruct,6001215,1500048,28601180,"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
3aac1d6ab11ee56,REFERENCE_SCAN,lineitem,l_shipmode,1500048,214377,117510155,"TableScan Impl: ExpressionEvaluator (l_shipmode) IN ('AIR', 'AIR REG')"
3aac1d6ab11ee56,REFERENCE_SCAN,part,p_size,214377,148,137732179,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 34) AND l_quantity >= 24) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#55') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 11) AND l_quantity >= 1) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#54')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 25) AND l_quantity >= 15) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#13')"
3aac1d6ab11ee56,REFERENCE_SCAN,lineitem,l_quantity,214377,148,137732179,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 34) AND l_quantity >= 24) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#55') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 11) AND l_quantity >= 1) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#54')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 25) AND l_quantity >= 15) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#13')"
dec409d3a775db9,COLUMN_SCAN,part,p_name,200000,2165,227064,"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'sky' AND 'skz'"
dec409d3a775db9,COLUMN_SCAN,lineitem,l_shipdate,6001215,914963,13740758,"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1995-01-01' AND '1996-01-01'"
dec409d3a775db9,COLUMN_SCAN,nation,n_name,25,1,19400,"TableScan Impl: ColumnVsValue n_name = 'JORDAN'"
d51b501c978338f6,COLUMN_SCAN,nation,n_name,25,1,17555,"TableScan Impl: ColumnVsValue n_name = 'IRAQ'"
d51b501c978338f6,COLUMN_SCAN,lineitem,l_receiptdate,6001215,3793296,232751269,"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
d51b501c978338f6,COLUMN_SCAN,lineitem,l_commitdate,6001215,3793296,232751269,"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
d51b501c978338f6,COLUMN_SCAN,lineitem,l_receiptdate,6001215,3793296,229777205,"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
d51b501c978338f6,COLUMN_SCAN,lineitem,l_commitdate,6001215,3793296,229777205,"TableScan Impl: ColumnVsColumn l_receiptdate > l_commitdate"
d51b501c978338f6,COLUMN_SCAN,orders,o_orderstatus,1500000,729413,7729390,"TableScan Impl: ColumnVsValue o_orderstatus = 'F'"
d6a406c5c135ca21,COLUMN_SCAN,part,p_name,200000,2147,219987,"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'peru' AND 'perv'"
d6a406c5c135ca21,COLUMN_SCAN,lineitem,l_shipdate,6001215,913487,13725940,"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"
d6a406c5c135ca21,COLUMN_SCAN,nation,n_name,25,1,15043,"TableScan Impl: ColumnVsValue n_name = 'ARGENTINA'"
525af00e3e196cdd,COLUMN_SCAN,part,p_name,200000,2152,280217,"TableScan Impl: ColumnBetween p_name BETWEEN UPPER EXCLUSIVE 'cornflower' AND 'cornflowes'"
525af00e3e196cdd,COLUMN_SCAN,lineitem,l_shipdate,6001215,909455,14877179,"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1994-01-01' AND '1995-01-01'"
525af00e3e196cdd,COLUMN_SCAN,nation,n_name,25,1,15487,"TableScan Impl: ColumnVsValue n_name = 'MOROCCO'"
f9b26aa441a21b13,COLUMN_SCAN,customer,c_mktsegment,150000,29752,391525,"TableScan Impl: ColumnVsValue c_mktsegment = 'AUTOMOBILE'"
f9b26aa441a21b13,COLUMN_SCAN,orders,o_orderdate,1500000,735379,7199307,"TableScan Impl: ColumnVsValue o_orderdate < '1995-03-28'"
f9b26aa441a21b13,COLUMN_SCAN,lineitem,l_shipdate,6001215,3208845,29030507,"TableScan Impl: ColumnVsValue l_shipdate > '1995-03-28'"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_brand,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_brand,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_brand,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_container,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_container,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_container,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_size,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_size,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKGa73eaa5b983815ba,COLUMN_SCAN,lineitem,l_shipinstruct,6001215,1500048,19173340,"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_shipmode,1500048,214377,70565332,"TableScan Impl: ExpressionEvaluator (l_shipmode) IN ('AIR', 'AIR REG')"
a73eaa5b983815ba,REFERENCE_SCAN,part,p_size,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
a73eaa5b983815ba,REFERENCE_SCAN,lineitem,l_quantity,214377,99,99082384,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 37) AND l_quantity >= 27) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#51') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 15) AND l_quantity >= 5) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#42')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 22) AND l_quantity >= 12) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#45')"
4df81769e428e2de,REFERENCE_SCAN,part,p_brand,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_brand,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_brand,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_container,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_container,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_container,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,lineitem,l_quantity,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
4df81769e428e2de,REFERENCE_SCAN,part,p_size,214377,115,85605295,"TableScan Impl: ExpressionEvaluator (((((p_size BETWEEN INCLUSIVE 1 AND 15 AND l_quantity <= 32) AND l_quantity >= 22) AND (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')) AND p_brand = 'Brand#53') OR ((((p_size BETWEEN INCLUSIVE 1 AND 5 AND l_quantity <= 17) AND l_quantity >= 7) AND (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')) AND p_brand = 'Brand#21')) OR ((((p_size BETWEEN INCLUSIVE 1 AND 10 AND l_quantity <= 29) AND l_quantity >= 19) AND (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')) AND p_brand = 'Brand#31')"
